BlockAddress_AB,Lat_AB,Long_AB,,Lat_C,Long_C
"700 block university av, Syracuse, NY",43.04246,-76.134768,,43.044411,-76.157357
"100 block ball cir, Syracuse, NY",43.012601,-76.134649,,43.045802,-76.157118
"500 block oak st, Syracuse, NY",43.059218,-76.134568,,43.043965,-76.155222
"1300 block grant blvd, Syracuse, NY",43.072719,-76.134549,,43.043736,-76.15702
"1500 block ivy ridge rd, Syracuse, NY",43.014218,-76.134546,,43.04666,-76.160958
"800 block ivy ridge rd, Syracuse, NY",43.016153,-76.13453,,43.047603,-76.16138
"1200 block ivy ridge rd, Syracuse, NY",43.015143,-76.134512,,43.047187,-76.166316
"1000 block james st, Syracuse, NY",43.059213,-76.1345,,43.046827,-76.164607
"400 block pleasantview av, Syracuse, NY",43.077034,-76.134393,,43.047225,-76.162961
"1000 block harrison st, Syracuse, NY",43.044193,-76.134386,,43.046425,-76.166256
"500 block university av, Syracuse, NY",43.045353,-76.134369,,43.046276,-76.162533
"300 block university pl, Syracuse, NY",43.039409,-76.134331,,43.045498,-76.161355
"400 block university av, Syracuse, NY",43.046879,-76.13433,,43.045896,-76.16153
"1100 block erie blvd e, Syracuse, NY",43.050639,-76.134215,,43.044924,-76.16376
"600 block dewitt st, Syracuse, NY",43.066979,-76.13411,,43.045871,-76.164183
"3100 block brighton pl, Syracuse, NY",43.011668,-76.13411,,43.045473,-76.16583
"3200 block brighton pl, Syracuse, NY",43.011668,-76.13411,,43.045073,-76.167467
"4100 block brighton pl, Syracuse, NY",43.011668,-76.13411,,43.045736,-76.169026
"700 block ivy ridge rd, Syracuse, NY",43.016257,-76.134049,,43.04452,-76.169666
"900 block dewitt st, Syracuse, NY",43.07136,-76.134019,,43.044523,-76.1654
"100 block ivy ridge rd, Syracuse, NY",43.017594,-76.134012,,43.04414,-76.167029
"400 block dewitt st, Syracuse, NY",43.064435,-76.133941,,43.04537,-76.159057
"700 block dewitt st, Syracuse, NY",43.068663,-76.133925,,43.044918,-76.158907
"100 block park st, Syracuse, NY",43.063394,-76.133788,,43.044589,-76.160937
"1200 block grant blvd, Syracuse, NY",43.072769,-76.133784,,43.044122,-76.16332
"100 block pleasantview av, Syracuse, NY",43.072558,-76.133571,,43.043502,-76.165675
"300 block dewitt st, Syracuse, NY",43.063626,-76.133567,,43.043484,-76.169307
"300 block wainwright av, Syracuse, NY",43.07714,-76.133554,,43.044045,-76.158643
"200 block marshall st, Syracuse, NY",43.041601,-76.133538,,43.043867,-76.159708
"400 block oak st, Syracuse, NY",43.05778,-76.133462,,43.043571,-76.162185
"100 block oak pl, Syracuse, NY",43.056391,-76.133356,,43.053153,-76.151425
"200 block oak st, Syracuse, NY",43.055227,-76.13328,,43.053964,-76.15329
"100 block remington av, Syracuse, NY",43.018557,-76.133268,,43.05424,-76.15517
"700 block hawley av, Syracuse, NY",43.055228,-76.133267,,43.054276,-76.15596
"0 block hawley av, Syracuse, NY",43.054843,-76.133251,,43.053488,-76.156411
"200 block wainwright av, Syracuse, NY",43.075347,-76.13319,,43.052748,-76.151682
"300 block walnut pl, Syracuse, NY",43.041421,-76.133175,,43.053555,-76.152918
"100 block sedgewick rd, Syracuse, NY",43.068643,-76.133072,,43.0537,-76.154163
"100 block sedgwick rd, Syracuse, NY",43.068643,-76.133072,,43.053692,-76.155284
"100 block manilla st, Syracuse, NY",43.053149,-76.133061,,43.052887,-76.155632
"0 block mertens av, Syracuse, NY",43.071292,-76.133059,,43.052866,-76.154164
"300 block oak st, Syracuse, NY",43.056521,-76.13297,,43.052295,-76.15282
"600 block scoville av, Syracuse, NY",43.069467,-76.132955,,43.051788,-76.151499
"500 block jamesville av, Syracuse, NY",43.021258,-76.132846,,43.051828,-76.150534
"100 block oak st, Syracuse, NY",43.05253,-76.132811,,43.052062,-76.150177
"600 block sedgwick dr, Syracuse, NY",43.069662,-76.132683,,43.051766,-76.15679
"700 block burnet av, Syracuse, NY",43.052126,-76.132574,,43.052248,-76.155341
"1000 block walnut av, Syracuse, NY",43.040778,-76.132559,,43.05198,-76.154141
"200 block dewitt st, Syracuse, NY",43.062499,-76.132558,,43.051293,-76.154565
"900 block walnut av, Syracuse, NY",43.04105,-76.132554,,43.051079,-76.151461
"0 block marshall st, Syracuse, NY",43.041591,-76.132537,,43.051139,-76.150162
"700 block walnut av, Syracuse, NY",43.04341,-76.132499,,43.050692,-76.15003
"200 block robert dr, Syracuse, NY",43.026673,-76.132396,,43.050707,-76.151465
"200 block lorraine av, Syracuse, NY",43.02407,-76.132393,,43.050723,-76.152857
"100 block lorraine av, Syracuse, NY",43.025208,-76.132244,,43.051091,-76.152853
"200 block lafayette rd, Syracuse, NY",42.998299,-76.132244,,43.050415,-76.151028
"300 block marshall st, Syracuse, NY",43.041589,-76.132212,,43.050008,-76.151515
"0 block pleasant av, Syracuse, NY",43.126497,-76.132202,,43.050069,-76.152869
"600 block walnut av, Syracuse, NY",43.045329,-76.132146,,43.050084,-76.154527
"600 block walnut st, Syracuse, NY",43.045329,-76.132146,,43.050736,-76.154512
"1000 block madison st, Syracuse, NY",43.045341,-76.13213,,43.050254,-76.156497
"500 block walnut av, Syracuse, NY",43.046918,-76.132111,,43.04916,-76.156376
"400 block university pl, Syracuse, NY",43.03938,-76.132065,,43.049155,-76.154544
"200 block ashworth pl, Syracuse, NY",43.047713,-76.132059,,43.049142,-76.152887
"800 block hawley av, Syracuse, NY",43.05528,-76.132027,,43.049131,-76.151834
"100 block hampshire rd, Syracuse, NY",43.065622,-76.131862,,43.049116,-76.151105
"0 block brattle rd, Syracuse, NY",43.061841,-76.131833,,43.049097,-76.150023
"300 block waverly av, Syracuse, NY",43.040134,-76.131761,,43.049766,-76.150269
"200 block delhi st, Syracuse, NY",43.055349,-76.131737,,43.050156,-76.149908
"100 block college pl, Syracuse, NY",43.038754,-76.131562,,43.048357,-76.156294
"100 block dewitt st, Syracuse, NY",43.060772,-76.131361,,43.048331,-76.154547
"1100 block grant blvd, Syracuse, NY",43.072662,-76.131267,,43.047867,-76.152895
"400 block comstock av, Syracuse, NY",43.04183,-76.131141,,43.047851,-76.151844
"200 block comstock av, Syracuse, NY",43.045145,-76.130942,,43.047863,-76.151122
"200 block woodlawn ter, Syracuse, NY",43.071602,-76.130901,,43.047838,-76.150031
"300 block vincent st, Syracuse, NY",43.021216,-76.130885,,43.046496,-76.150178
"300 block mount olympus dr, Syracuse, NY",43.034787,-76.130842,,43.04683,-76.149039
"100 block comstock pl, Syracuse, NY",43.0463,-76.130703,,43.045926,-76.149524
"100 block comstock av, Syracuse, NY",43.035504,-76.130671,,43.044882,-76.14983
"100 block lodi st, Syracuse, NY",43.051041,-76.130627,,43.044707,-76.151331
"1100 block madison st, Syracuse, NY",43.045324,-76.130611,,43.045963,-76.151589
"200 block harriette av, Syracuse, NY",43.024489,-76.13059,,43.045519,-76.152929
"1200 block james st, Syracuse, NY",43.061187,-76.130518,,43.043639,-76.153255
"1200 block harrison st, Syracuse, NY",43.044156,-76.130504,,43.046007,-76.154241
"300 block comstock av, Syracuse, NY",43.043869,-76.130494,,43.047086,-76.155152
"400 block thurber st, Syracuse, NY",43.018884,-76.130435,,43.047625,-76.156246
"1100 block james st, Syracuse, NY",43.060303,-76.130371,,43.047631,-76.154399
"500 block comstock av, Syracuse, NY",43.041561,-76.130284,,43.044022,-76.153562
"800 block comstock av, Syracuse, NY",43.034611,-76.130254,,43.045293,-76.154951
"600 block comstock av, Syracuse, NY",43.040445,-76.130183,,43.046339,-76.156391
"900 block jamesville av, Syracuse, NY",43.01824,-76.130173,,43.052984,-76.150936
"100 block interpid ln, Syracuse, NY",43.003362,-76.130077,,43.052909,-76.150565
"100 block intrepid ln, Syracuse, NY",43.003362,-76.130077,,43.04352,-76.149496
"300 block elm st, Syracuse, NY",43.052069,-76.130077,,43.043532,-76.150501
"700 block comstock av, Syracuse, NY",43.038806,-76.13004,,43.043633,-76.151395
"300 block pine st, Syracuse, NY",43.048341,-76.130026,,43.043331,-76.152425
"900 block hawley av, Syracuse, NY",43.055179,-76.130024,,43.042863,-76.153446
"400 block elm st, Syracuse, NY",43.055554,-76.130016,,43.043498,-76.153664
"600 block berwick rd, Syracuse, NY",43.082367,-76.129864,,43.044034,-76.153908
"800 block burnet av, Syracuse, NY",43.051904,-76.129825,,43.051021,-76.144943
"400 block marshall st, Syracuse, NY",43.041167,-76.129788,,43.050946,-76.145381
"200 block brattle rd, Syracuse, NY",43.063314,-76.129745,,43.051366,-76.146462
"100 block wendell ter, Syracuse, NY",43.065028,-76.129668,,43.051485,-76.14764
"200 block sedgwick dr, Syracuse, NY",43.06336,-76.129655,,43.051741,-76.147846
"900 block comstock av, Syracuse, NY",43.033021,-76.129593,,43.051863,-76.148569
"100 block xavier cir, Syracuse, NY",43.02029,-76.12955,,43.052327,-76.149658
"500 block university pl, Syracuse, NY",43.039173,-76.129504,,43.052175,-76.149995
"200 block sedgwick st, Syracuse, NY",43.059494,-76.129395,,43.05164,-76.148606
"200 block wendell ter, Syracuse, NY",43.067679,-76.129391,,43.051418,-76.148589
"200 block euclid av, Syracuse, NY",43.036074,-76.129376,,43.050802,-76.144489
"0 block comstock av, Syracuse, NY",43.031311,-76.129342,,43.050804,-76.145226
"100 block lafayette rd, Syracuse, NY",43.001237,-76.129283,,43.050811,-76.146345
"100 block doroty st, Syracuse, NY",43.060377,-76.12925,,43.050974,-76.146436
"0 block robincroft rd, Syracuse, NY",43.057959,-76.129124,,43.051215,-76.146763
"200 block comstock pl, Syracuse, NY",43.046109,-76.129063,,43.051251,-76.147458
"200 block ostrom av, Syracuse, NY",43.045299,-76.129002,,43.050996,-76.147377
"1200 block madison st, Syracuse, NY",43.045313,-76.128971,,43.051137,-76.148849
"300 block ostrom av, Syracuse, NY",43.044129,-76.128894,,43.050656,-76.148344
"300 block ostrum av, Syracuse, NY",43.044129,-76.128894,,43.050595,-76.146504
"200 block mather st, Syracuse, NY",43.055424,-76.128824,,43.050586,-76.145576
"100 block sedgewick dr, Syracuse, NY",43.062468,-76.128823,,43.050557,-76.144989
"100 block sedgwick dr, Syracuse, NY",43.062468,-76.128823,,43.050589,-76.144197
"800 block ostom av, Syracuse, NY",43.036311,-76.128619,,43.050458,-76.143735
"800 block ostrom av, Syracuse, NY",43.036311,-76.128619,,43.049907,-76.143364
"1400 block comstock av, Syracuse, NY",43.018973,-76.128585,,43.050283,-76.143969
"100 block mather st, Syracuse, NY",43.052488,-76.12858,,43.049929,-76.144738
"700 block ostrom av, Syracuse, NY",43.039361,-76.128458,,43.049939,-76.145599
"500 block brattle rd, Syracuse, NY",43.071702,-76.128431,,43.049959,-76.146511
"100 block berkeley dr, Syracuse, NY",43.033841,-76.128394,,43.049982,-76.148116
"1500 block comstock av, Syracuse, NY",43.016743,-76.128354,,43.050009,-76.149077
"100 block clarendon st, Syracuse, NY",43.037991,-76.128324,,43.049079,-76.148344
"400 block brattle rd, Syracuse, NY",43.068555,-76.128203,,43.049054,-76.146521
"300 block euclid av, Syracuse, NY",43.036102,-76.12787,,43.04905,-76.145611
"0 block nursery ln, Syracuse, NY",43.02156,-76.127808,,43.049038,-76.144728
"200 block berkeley dr, Syracuse, NY",43.032756,-76.127743,,43.048977,-76.143453
"500 block durston av, Syracuse, NY",43.07157,-76.127471,,43.049687,-76.143676
"1000 block mertens av, Syracuse, NY",43.071558,-76.127459,,43.047869,-76.148731
"400 block rugby rd, Syracuse, NY",43.06746,-76.127447,,43.04821,-76.147821
"100 block goodrich av, Syracuse, NY",43.021362,-76.127443,,43.048333,-76.146562
"100 block vincent st, Syracuse, NY",43.021362,-76.127443,,43.048298,-76.145617
"900 block canal st, Syracuse, NY",43.050514,-76.127335,,43.048146,-76.144653
"200 block goodrich av, Syracuse, NY",43.018958,-76.127248,,43.048008,-76.143303
"900 block burnet av, Syracuse, NY",43.052536,-76.127246,,43.048056,-76.142592
"300 block durston av, Syracuse, NY",43.067359,-76.127175,,43.049041,-76.14282
"700 block livingston av, Syracuse, NY",43.038017,-76.127085,,43.047324,-76.147895
"300 block goodrich av, Syracuse, NY",43.016844,-76.127081,,43.047788,-76.146551
"200 block clarendon st, Syracuse, NY",43.038034,-76.127073,,43.045221,-76.145217
"100 block robinson st, Syracuse, NY",43.056758,-76.12698,,43.046032,-76.144036
"400 block durston av, Syracuse, NY",43.068549,-76.126916,,43.047455,-76.143202
"200 block pattison st, Syracuse, NY",43.058698,-76.126901,,43.043485,-76.143957
"100 block durston av, Syracuse, NY",43.062997,-76.126886,,43.045522,-76.142727
"200 block durston av, Syracuse, NY",43.066372,-76.126808,,43.046155,-76.14256
"100 block fairview av, Syracuse, NY",43.052983,-76.12675,,43.047375,-76.142559
"800 block livingston av, Syracuse, NY",43.034457,-76.126743,,43.046471,-76.142499
"400 block euclid av, Syracuse, NY",43.036186,-76.126627,,43.043627,-76.145391
"700 block sumner av, Syracuse, NY",43.03793,-76.126172,,43.043554,-76.146504
"300 block shuart av, Syracuse, NY",43.061062,-76.126143,,43.045852,-76.146391
"200 block boyden st, Syracuse, NY",43.060368,-76.125821,,43.046243,-76.14815
"800 block sumner av, Syracuse, NY",43.036463,-76.125647,,43.04488,-76.148175
"100 block winsor pl, Syracuse, NY",43.03198,-76.125568,,43.043514,-76.148189
"1600 block james st, Syracuse, NY",43.063198,-76.125549,,43.051241,-76.145411
"700 block thurber st, Syracuse, NY",43.019077,-76.1255,,43.05128,-76.129157
"500 block vine st, Syracuse, NY",43.05824,-76.125432,,43.051255,-76.133556
"200 block wilson st, Syracuse, NY",43.062284,-76.12542,,43.051516,-76.136131
"1300 block madison st, Syracuse, NY",43.045353,-76.125418,,43.051597,-76.139367
"500 block euclid av, Syracuse, NY",43.036261,-76.125404,,43.051529,-76.142968
"600 block vine st, Syracuse, NY",43.059145,-76.125372,,43.051422,-76.144726
"100 block maple ter, Syracuse, NY",43.045935,-76.125313,,43.051598,-76.146734
"200 block dorchester av, Syracuse, NY",43.069346,-76.125214,,43.051099,-76.144252
"100 block craton st, Syracuse, NY",43.056724,-76.125055,,43.051112,-76.14293
"600 block ackerman av, Syracuse, NY",43.038728,-76.124962,,43.051393,-76.13992
"300 block wilson st, Syracuse, NY",43.061738,-76.124952,,43.051113,-76.139858
"0 block james heath rd, Syracuse, NY",43.063897,-76.124951,,43.050788,-76.143152
"700 block ackerman av, Syracuse, NY",43.037953,-76.1249,,43.050949,-76.137924
"300 block sherwood av, Syracuse, NY",43.056889,-76.124799,,43.050912,-76.135345
"1400 block hawley av, Syracuse, NY",43.055563,-76.124686,,43.050874,-76.133127
"900 block ackerman av, Syracuse, NY",43.034064,-76.124536,,43.050844,-76.131314
"100 block schuler st, Syracuse, NY",43.059948,-76.124529,,43.050795,-76.129018
"100 block herbst st, Syracuse, NY",43.059039,-76.124462,,43.050413,-76.130884
"100 block broad st, Syracuse, NY",43.030135,-76.124434,,43.050446,-76.133135
"800 block ackerman av, Syracuse, NY",43.036514,-76.124391,,43.050477,-76.135357
"700 block winton st, Syracuse, NY",43.059206,-76.124201,,43.050522,-76.138183
"600 block euclid av, Syracuse, NY",43.036311,-76.124102,,43.050402,-76.138248
"100 block kensington rd, Syracuse, NY",43.032076,-76.123964,,43.050531,-76.140994
"200 block cherry st, Syracuse, NY",43.048727,-76.12365,,43.050758,-76.141165
"100 block haffenden rd, Syracuse, NY",43.028328,-76.12361,,43.049891,-76.141013
"100 block feigel av, Syracuse, NY",43.072174,-76.123609,,43.049973,-76.142633
"700 block lancaster av, Syracuse, NY",43.03823,-76.123562,,43.050563,-76.14295
"200 block hampton rd, Syracuse, NY",43.066641,-76.123494,,43.049365,-76.135378
"100 block lexington av, Syracuse, NY",43.047091,-76.123468,,43.049791,-76.133149
"100 block hampton rd, Syracuse, NY",43.065134,-76.123429,,43.049761,-76.130894
"100 block fordham rd, Syracuse, NY",43.07159,-76.123367,,43.049736,-76.12869
"300 block robinson st, Syracuse, NY",43.058044,-76.123334,,43.050357,-76.128756
"100 block gray av, Syracuse, NY",43.069759,-76.123331,,43.048893,-76.133167
"300 block winton st, Syracuse, NY",43.053923,-76.123286,,43.048865,-76.130909
"200 block craton st, Syracuse, NY",43.056525,-76.123256,,43.048841,-76.12871
"100 block redfield pl, Syracuse, NY",43.037499,-76.123225,,43.048786,-76.126601
"900 block lancaster av, Syracuse, NY",43.03413,-76.123198,,43.047684,-76.126646
"1800 block teall av, Syracuse, NY",43.072668,-76.123177,,43.047682,-76.128747
"100 block bristol pl, Syracuse, NY",43.042092,-76.123177,,43.048047,-76.130926
"800 block lancaster av, Syracuse, NY",43.036582,-76.123166,,43.048071,-76.133183
"100 block shop city plz, Syracuse, NY",43.074025,-76.123162,,43.047667,-76.135425
"200 block teall av, Syracuse, NY",43.068178,-76.123112,,43.047701,-76.137127
"200 block rugby rd, Syracuse, NY",43.068188,-76.123108,,43.049399,-76.138202
"500 block clarendon st, Syracuse, NY",43.038118,-76.123108,,43.047309,-76.130961
"2000 block teall av, Syracuse, NY",43.077524,-76.123047,,43.0473,-76.133219
"700 block euclid av, Syracuse, NY",43.036278,-76.122908,,43.04611,-76.133227
"1200 block burnet av, Syracuse, NY",43.053771,-76.122888,,43.046095,-76.131418
"1600 block erie blvd e, Syracuse, NY",43.048925,-76.122799,,43.046585,-76.12904
"1000 block lancaster av, Syracuse, NY",43.032112,-76.122746,,43.046315,-76.126405
"1300 block teall av, Syracuse, NY",43.065037,-76.122698,,43.045724,-76.127933
"1000 block teall av, Syracuse, NY",43.06008,-76.122345,,43.045793,-76.129872
"200 block herbst st, Syracuse, NY",43.059149,-76.122294,,43.048986,-76.141034
"1100 block lancaster av, Syracuse, NY",43.030211,-76.12228,,43.049066,-76.142368
"1200 block teall av, Syracuse, NY",43.062837,-76.12226,,43.048127,-76.142339
"100 block hertford st, Syracuse, NY",43.028533,-76.122171,,43.047947,-76.141052
"1100 block teal av, Syracuse, NY",43.061331,-76.122139,,43.048056,-76.138834
"1100 block teall av, Syracuse, NY",43.061331,-76.122139,,43.047343,-76.13877
"300 block greenwood pl, Syracuse, NY",43.040768,-76.122128,,43.046142,-76.137167
"1300 block lancaster av, Syracuse, NY",43.027536,-76.12206,,43.046108,-76.13545
"100 block vann st, Syracuse, NY",43.056352,-76.122052,,43.047769,-76.142252
"1000 block canal st, Syracuse, NY",43.051823,-76.12201,,43.043533,-76.115017
"1600 block hawley av, Syracuse, NY",43.055625,-76.122008,,43.043559,-76.116174
"300 block broad st, Syracuse, NY",43.030004,-76.122002,,43.043581,-76.117355
"1300 block burnet av, Syracuse, NY",43.054271,-76.121946,,43.043539,-76.118739
"800 block teall av, Syracuse, NY",43.058533,-76.121936,,43.042955,-76.120099
"400 block boyden st, Syracuse, NY",43.061047,-76.121871,,43.04294,-76.121303
"100 block meadowbrook dr, Syracuse, NY",43.024645,-76.121789,,43.044125,-76.122778
"500 block teall av, Syracuse, NY",43.054467,-76.121787,,43.044774,-76.124219
"100 block air cargo rd, Syracuse, NY",43.112443,-76.121717,,43.052559,-76.11859
"600 block teall av, Syracuse, NY",43.055815,-76.12166,,43.053518,-76.120539
"1800 block james st, Syracuse, NY",43.065538,-76.121618,,43.052794,-76.123235
"100 block hixson av, Syracuse, NY",43.065526,-76.121608,,43.051979,-76.124829
"1700 block erie blvd e, Syracuse, NY",43.049301,-76.121503,,43.050732,-76.123983
"200 block lexington av, Syracuse, NY",43.047109,-76.121386,,43.049575,-76.124478
"200 block buckingham av, Syracuse, NY",43.032186,-76.121351,,43.049496,-76.125808
"100 block trinity pl, Syracuse, NY",43.039797,-76.121346,,43.050245,-76.12722
"100 block westminster av, Syracuse, NY",43.034953,-76.121343,,43.048946,-76.122354
"400 block columbus av, Syracuse, NY",43.045954,-76.121222,,43.049353,-76.122337
"300 block buckingham av, Syracuse, NY",43.030267,-76.121162,,43.049568,-76.120754
"400 block buckingham av, Syracuse, NY",43.027651,-76.12116,,43.050411,-76.120509
"200 block sunstruck dr, Syracuse, NY",43.059728,-76.121087,,43.049904,-76.11952
"100 block avondale pl, Syracuse, NY",43.038985,-76.121048,,43.050461,-76.117604
"500 block columbus av, Syracuse, NY",43.043929,-76.120817,,43.049305,-76.117035
"200 block paul av, Syracuse, NY",43.06932,-76.120698,,43.049642,-76.119374
"100 block sunstruck dr, Syracuse, NY",43.058621,-76.120682,,43.051032,-76.115606
"100 block winding ridge rd, Syracuse, NY",43.016716,-76.120566,,43.051521,-76.116372
"800 block maryland av, Syracuse, NY",43.036504,-76.120537,,43.048654,-76.124629
"300 block hixson av, Syracuse, NY",43.063487,-76.120373,,43.049049,-76.120643
"500 block hixson av, Syracuse, NY",43.061928,-76.120366,,43.048477,-76.120543
"100 block rugby rd, Syracuse, NY",43.06693,-76.120353,,43.048487,-76.122542
"400 block grant blvd, Syracuse, NY",43.071814,-76.12035,,43.047701,-76.122436
"200 block eldorado st, Syracuse, NY",43.063594,-76.120157,,43.047689,-76.120633
"200 block westminster av, Syracuse, NY",43.032865,-76.120138,,43.047705,-76.118492
"400 block hixson av, Syracuse, NY",43.0628,-76.120118,,43.04771,-76.115903
"800 block euclid av, Syracuse, NY",43.036506,-76.120059,,43.047694,-76.124547
"200 block mariposa st, Syracuse, NY",43.062052,-76.120023,,43.046294,-76.11573
"400 block snyder av, Syracuse, NY",43.079212,-76.119916,,43.046345,-76.118352
"700 block hixson av, Syracuse, NY",43.059743,-76.119843,,43.046399,-76.120533
"400 block westcott st, Syracuse, NY",43.043843,-76.119823,,43.046769,-76.122334
"500 block wescott st, Syracuse, NY",43.0418,-76.119729,,43.045093,-76.121756
"500 block westcott st, Syracuse, NY",43.0418,-76.119729,,43.046533,-76.12409
"300 block westcott st, Syracuse, NY",43.045517,-76.119681,,43.045799,-76.124532
"300 block lexington av, Syracuse, NY",43.046915,-76.119514,,43.045724,-76.123058
"200 block vann st, Syracuse, NY",43.056406,-76.119452,,43.044868,-76.120387
"500 block boyden st, Syracuse, NY",43.061086,-76.119362,,43.056794,-76.105252
"700 block westcott st, Syracuse, NY",43.038422,-76.119345,,43.056873,-76.106879
"300 block riegal st, Syracuse, NY",43.054466,-76.119334,,43.055451,-76.109466
"300 block riegel st, Syracuse, NY",43.054466,-76.119334,,43.053701,-76.110319
"100 block peck av, Syracuse, NY",43.067385,-76.119271,,43.052614,-76.110731
"100 block victoria pl, Syracuse, NY",43.040636,-76.119238,,43.053513,-76.10537
"900 block westcott st, Syracuse, NY",43.035378,-76.119121,,43.053232,-76.107669
"100 block clarke st, Syracuse, NY",43.038723,-76.119048,,43.051538,-76.113859
"1400 block burnet av, Syracuse, NY",43.05482,-76.119005,,43.050969,-76.113408
"1000 block westcott st, Syracuse, NY",43.033456,-76.11894,,43.051648,-76.110237
"2000 block james st, Syracuse, NY",43.066858,-76.118936,,43.051313,-76.106159
"100 block cook av, Syracuse, NY",43.066833,-76.118934,,43.049481,-76.11008
"100 block concord pl, Syracuse, NY",43.039537,-76.118921,,43.049438,-76.111194
"900 block euclid av, Syracuse, NY",43.036815,-76.118901,,43.049376,-76.112238
"1100 block westcott st, Syracuse, NY",43.031733,-76.118811,,43.049327,-76.113801
"600 block robinson st, Syracuse, NY",43.05777,-76.118807,,43.049543,-76.108905
"100 block st anne dr, Syracuse, NY",43.059588,-76.118589,,43.048928,-76.105989
"300 block melrose av, Syracuse, NY",43.064253,-76.118472,,43.04812,-76.104304
"1200 block westcott st, Syracuse, NY",43.030401,-76.118375,,43.04802,-76.106587
"200 block cambridge st, Syracuse, NY",43.043464,-76.118263,,43.046912,-76.108669
"0 block village dr, Syracuse, NY",43.071764,-76.118171,,43.04679,-76.109835
"300 block small rd, Syracuse, NY",43.021558,-76.118137,,43.046663,-76.11094
"100 block cambridge st, Syracuse, NY",43.045537,-76.118122,,43.046573,-76.111981
"100 block strong av, Syracuse, NY",43.038937,-76.118097,,43.046404,-76.112806
"100 block village dr, Syracuse, NY",43.071097,-76.118067,,43.046824,-76.11332
"100 block villiage dr, Syracuse, NY",43.071097,-76.118067,,43.047714,-76.114186
"100 block paul av, Syracuse, NY",43.067773,-76.117941,,43.046187,-76.114035
"100 block hastings pl, Syracuse, NY",43.067332,-76.117909,,43.046918,-76.104208
"200 block village dr, Syracuse, NY",43.072008,-76.117748,,43.047121,-76.106499
"100 block roosevelt av, Syracuse, NY",43.036866,-76.11769,,43.046217,-76.106517
"200 block hastings pl, Syracuse, NY",43.064438,-76.117677,,43.058465,-76.085619
"300 block allen st, Syracuse, NY",43.047033,-76.117303,,43.056836,-76.094564
"400 block roosevelt av, Syracuse, NY",43.031921,-76.117282,,43.055291,-76.088741
"500 block allen st, Syracuse, NY",43.043229,-76.117016,,43.054824,-76.094045
"100 block clifton pl, Syracuse, NY",43.06781,-76.116997,,43.057286,-76.083654
"300 block vann st, Syracuse, NY",43.056626,-76.116901,,43.055497,-76.085061
"300 block village dr, Syracuse, NY",43.071448,-76.116893,,43.055641,-76.083233
"400 block allen st, Syracuse, NY",43.045507,-76.116883,,43.053841,-76.102557
"200 block strong av, Syracuse, NY",43.036903,-76.116883,,43.052626,-76.098892
"100 block edtim rd, Syracuse, NY",43.070347,-76.116793,,43.052201,-76.095257
"1500 block burnet av, Syracuse, NY",43.055704,-76.116763,,43.054106,-76.100283
"400 block village dr, Syracuse, NY",43.072048,-76.116756,,43.054333,-76.098355
"100 block miles av, Syracuse, NY",43.035451,-76.116621,,43.051393,-76.095218
"100 block mildred av, Syracuse, NY",43.068027,-76.11659,,43.054261,-76.092464
"200 block miles av, Syracuse, NY",43.033482,-76.116481,,43.054857,-76.088793
"700 block allen st, Syracuse, NY",43.03901,-76.116413,,43.05516,-76.08471
"300 block lennox av, Syracuse, NY",43.035442,-76.116071,,43.057727,-76.084227
"100 block linwill ter, Syracuse, NY",43.072513,-76.116049,,43.05098,-76.102226
"100 block shotwell pk, Syracuse, NY",43.06829,-76.115963,,43.053251,-76.092407
"200 block shotwell pk, Syracuse, NY",43.064371,-76.11573,,43.053388,-76.09015
"100 block fellows av, Syracuse, NY",43.045389,-76.115727,,43.052525,-76.090129
"200 block fellows av, Syracuse, NY",43.041658,-76.115456,,43.052402,-76.092334
"1900 block erie blvd e, Syracuse, NY",43.050913,-76.115446,,43.052269,-76.094602
"2300 block james st, Syracuse, NY",43.06813,-76.115377,,43.051439,-76.094559
"300 block fellows av, Syracuse, NY",43.039054,-76.115276,,43.051556,-76.092264
"400 block fellows av, Syracuse, NY",43.041552,-76.115118,,43.051688,-76.090143
"2000 block erie blvd e, Syracuse, NY",43.051035,-76.115007,,43.050406,-76.092523
"200 block westmoreland av, Syracuse, NY",43.050377,-76.114957,,43.050239,-76.09439
"100 block dakin st, Syracuse, NY",43.0504,-76.114949,,43.050161,-76.095114
"200 block taft av, Syracuse, NY",43.072915,-76.114732,,43.050129,-76.095811
"400 block westmoreland av, Syracuse, NY",43.047199,-76.114659,,43.05006,-76.097069
"600 block westmoreland av, Syracuse, NY",43.043142,-76.114643,,43.050359,-76.099016
"300 block taft av, Syracuse, NY",43.073932,-76.114579,,43.050203,-76.102038
"500 block westmoreland av, Syracuse, NY",43.04523,-76.114514,,43.04941,-76.101986
"700 block westmoreland av, Syracuse, NY",43.041738,-76.1143,,43.04956,-76.098948
"100 block houston av, Syracuse, NY",43.041391,-76.114263,,43.048764,-76.098879
"100 block hickock av, Syracuse, NY",43.068422,-76.114097,,43.048288,-76.096926
"100 block hickok av, Syracuse, NY",43.068422,-76.114097,,43.048417,-76.095671
"1000 block westmoreland av, Syracuse, NY",43.034656,-76.114027,,43.048751,-76.094952
"300 block hickok av, Syracuse, NY",43.063603,-76.113952,,43.04874,-76.093896
"900 block westmoreland av, Syracuse, NY",43.037038,-76.113946,,43.049406,-76.092999
