,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
13904,13904,Commercial,0,0,Moderate,N,Outside NY,A,Old,700 sumner av,3,1,0,0.69,0.31,0.379,0
13905,13905,Single Family,0,0,Moderate,N,Syracuse,A,Old,735 sumner av,3,1,0,0.69,0.31,0.379,0
13906,13906,Single Family,0,0,Moderate,N,Syracuse,A,Old,729 sumner av,3,1,0,0.69,0.31,0.379,0
13907,13907,Single Family,0,0,Moderate,N,Syracuse,A,Old,701 sumner av,3,1,0,0.69,0.31,0.379,0
13908,13908,Commercial,0,0,Moderate,N,Syracuse,A,Old,708 sumner av,3,1,0,0.69,0.31,0.379,0
13909,13909,Single Family,0,0,Moderate,N,Syracuse,A,Old,724 sumner av,3,1,0,0.69,0.31,0.379,0
13910,13910,Commercial,0,0,Moderate,N,Syracuse,A,Old,728 sumner av,3,1,0,0.69,0.31,0.379,0
13911,13911,Single Family,0,0,Moderate,N,Syracuse,A,Old,720 sumner av,3,1,0,0.69,0.31,0.379,0
13912,13912,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,Old,706 townsend st n,1,0.931,0.069,0.586,0.343,0.074,0
13913,13913,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,704 townsend st n,1,0.931,0.069,0.586,0.343,0.074,0
13914,13914,Two Family,0,0,Cheap,Y,Syracuse,I,Old,702 townsend st n,1,0.931,0.069,0.586,0.343,0.074,0
13915,13915,Two Family,0,3,Cheap,Y,Syracuse,I,Very Old,700 townsend st n,1,0.931,0.069,0.586,0.343,0.074,0
13916,13916,Single Family,6266.83,0,Cheap,N,Syracuse,A,Very Old,709 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13917,13917,Single Family,2094.34,0,Cheap,N,Syracuse,A,Very Old,716 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13918,13918,Two Family,9645.83,0,Cheap,N,Syracuse,A,Very Old,710 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13919,13919,Vacant Land,1413.42,0,Cheap,N,Syracuse,unknown,New,705 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13920,13920,Single Family,1654.6,0,Cheap,N,Syracuse,A,Very Old,707 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13921,13921,Single Family,0,0,Cheap,N,Syracuse,A,Old,719 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13922,13922,Single Family,0,0,Cheap,N,Syracuse,A,Old,721 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13923,13923,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,715 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13924,13924,Single Family,0,3,Cheap,Y,Syracuse,I,Old,714 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13925,13925,Vacant Land,1431.56,0,Cheap,N,Syracuse,unknown,New,703 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13926,13926,Single Family,5942.13,8,Cheap,N,Syracuse,A,Very Old,718 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13927,13927,Single Family,0,3,Cheap,Y,Syracuse,I,Very Old,711 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13928,13928,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,701 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13929,13929,Vacant Land,3201.74,0,Cheap,N,Syracuse,I,Old,720 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13930,13930,Two Family,0,0,Cheap,N,Syracuse,I,Very Old,712 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13931,13931,Three Family,0,0,Cheap,N,Syracuse,A,Old,722 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13932,13932,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,723 tully st,1,0.808,0.192,0.5,0.308,0.429,0.4
13933,13933,Commercial,0,0,Moderate,N,Syracuse,A,Old,726 university av,3,0.886,0.114,0.571,0.314,0,0
13934,13934,Schools,0,0,Expensive,N,Syracuse,A,New,701 university av,3,0.886,0.114,0.571,0.314,0,0
13935,13935,Schools,0,0,Moderate,N,Syracuse,A,Old,700 university av,3,0.886,0.114,0.571,0.314,0,0
13936,13936,Two Family,0,1,Cheap,N,Outside NY,A,Old,719 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13937,13937,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,703 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13938,13938,Single Family,0,0,Cheap,N,Syracuse,A,Old,714 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13939,13939,Two Family,0,0,Cheap,N,Outside NY,A,Old,722 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13940,13940,Three Family,1370.15,1,Cheap,N,"Outside Syr, In NY",A,Old,723 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13941,13941,Single Family,11170.59,0,Cheap,N,Syracuse,A,Old,709 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13942,13942,Single Family,39008.59,3,Cheap,Y,Syracuse,I,Old,713 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13943,13943,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,715 valley dr,3,0.875,0.125,0.75,0.126,0.524,1
13944,13944,Two Family,0,0,Moderate,N,Syracuse,A,Old,734 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13945,13945,Single Family,0,0,Cheap,N,Syracuse,A,Old,700 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13946,13946,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,721 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13947,13947,Single Family,0,3,Cheap,Y,Syracuse,I,Old,715 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13948,13948,Single Family,0,0,Cheap,N,Syracuse,A,Old,726 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13949,13949,Commercial,0,0,Moderate,N,Syracuse,A,Old,704 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13950,13950,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,714 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13951,13951,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,717 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13952,13952,Single Family,0,0,Cheap,N,Syracuse,A,Old,730 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13953,13953,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,722 wadsworth st,3,0.891,0.109,0.739,0.153,0.683,0
13954,13954,Community Services,0,0,Expensive,N,Syracuse,A,Old,749 warren st s,2,0.915488211,0.084511789,0.654507568,0.260326262,0.240903326,0.028097293
13955,13955,Apartment,0,0,Cheap,N,"Outside Syr, In NY",A,Old,709 west st s,1,0.98,0.02,0.865,0.116,0,0.333
13956,13956,Parking,0,0,Cheap,N,Syracuse,unknown,Old,701 west st s,1,0.98,0.02,0.865,0.116,0,0.333
13957,13957,Apartment,0,0,Moderate,N,Syracuse,A,Old,718 westcott st,6,1,0,1,0,1,0
13958,13958,Three Family,0,0,Moderate,N,Syracuse,A,Old,708 westcott st,6,1,0,1,0,1,0
13959,13959,Single Family,0,0,Cheap,N,Syracuse,A,Old,767 westcott st,6,1,0,1,0,1,0
13960,13960,Three Family,0,0,Moderate,N,Syracuse,A,Old,722 westcott st,6,1,0,1,0,1,0
13961,13961,Single Family,0,0,Moderate,N,Syracuse,A,Old,761 westcott st,6,1,0,1,0,1,0
13962,13962,Three Family,0,0,Moderate,N,Syracuse,A,Old,730 westcott st,6,1,0,1,0,1,0
13963,13963,Commercial,0,0,Moderate,N,Outside NY,A,Old,728 westcott st,6,1,0,1,0,1,0
13964,13964,Three Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,738 westcott st,6,1,0,1,0,1,0
13965,13965,Commercial,0,0,Moderate,N,Syracuse,A,Old,723 westcott st,6,1,0,1,0,1,0
13966,13966,Apartment,0,0,Moderate,N,Syracuse,A,Old,734 westcott st,6,1,0,1,0,1,0
13967,13967,Commercial,0,0,Moderate,N,Syracuse,A,Old,713 westcott st,6,1,0,1,0,1,0
13968,13968,Single Family,0,0,Moderate,N,Syracuse,A,Old,701 westcott st,6,1,0,1,0,1,0
13969,13969,Apartment,0,0,Moderate,N,Syracuse,A,Old,700 westcott st,6,1,0,1,0,1,0
13970,13970,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,765 westcott st,6,1,0,1,0,1,0
13971,13971,Three Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,704 westcott st,6,1,0,1,0,1,0
13972,13972,Vacant Land,22030.46,0,Cheap,N,Syracuse,unknown,Old,701 westmoreland av,2,0.8811123,0.1188877,0.610187371,0.269718141,0.251540739,0.171904048
13973,13973,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,756 westmoreland av,2,0.906666667,0.093333333,0.684,0.222,0.504666667,0.111
13974,13974,Two Family,0,0,Moderate,N,Syracuse,A,Old,753 westmoreland av,2,0.957800378,0.042199622,0.712204841,0.244917398,0.429917171,0.11176407
13975,13975,Single Family,0,0,Cheap,N,Syracuse,A,Old,752 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13976,13976,Single Family,0,0,Moderate,N,Syracuse,A,Old,788 westmoreland av,2,0.941333333,0.058666667,0.768666667,0.171333333,0.628333333,0
13977,13977,Single Family,0,0,Moderate,N,Syracuse,A,Old,714 westmoreland av,2,0.935,0.065,0.761,0.174,0.419,0
13978,13978,Vacant Land,20073.6,0,Cheap,N,Syracuse,unknown,Old,757 westmoreland av,2,0.901244591,0.098755409,0.692150402,0.207721964,0.421061906,0.143385955
13979,13979,Single Family,0,0,Cheap,N,Syracuse,A,Old,707 westmoreland av,2,0.955,0.045,0.955,0,0,0
13980,13980,Single Family,0,0,Cheap,N,Syracuse,A,Old,796 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13981,13981,Single Family,0,0,Moderate,N,Syracuse,A,Old,780 westmoreland av,2,0.941333333,0.058666667,0.768666667,0.171333333,0.628333333,0
13982,13982,Single Family,0,0,Moderate,N,Syracuse,A,Old,770 westmoreland av,2,0.941333333,0.058666667,0.768666667,0.171333333,0.628333333,0
13983,13983,Vacant Land,17884.93,0,Cheap,N,"Outside Syr, In NY",unknown,Old,783 westmoreland av,2,0.899448789,0.100840773,0.686397957,0.21221793,0.267059351,0.019777258
13984,13984,Single Family,0,0,Cheap,N,Syracuse,A,Old,734 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13985,13985,Single Family,0,0,Cheap,N,Syracuse,A,Old,760 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13986,13986,Single Family,0,0,Cheap,N,Syracuse,A,Old,762 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13987,13987,Single Family,0,0,Cheap,N,Syracuse,A,Old,730 westmoreland av,2,0.949333333,0.051,0.887,0.062666667,0.111,0
13988,13988,Single Family,0,0,Cheap,N,Syracuse,A,Old,746 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13989,13989,Single Family,0,0,Cheap,N,Syracuse,A,Old,740 westmoreland av,2,0.895666667,0.105,0.654666667,0.241666667,0.28,0.033333333
13990,13990,Commercial,0,0,Cheap,N,Syracuse,A,Old,705 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13991,13991,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Old,710 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13992,13992,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,711 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13993,13993,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,715 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13994,13994,Commercial,0,0,Cheap,N,Syracuse,A,New,701 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13995,13995,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,716 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13996,13996,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,707 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13997,13997,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,713 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13998,13998,Commercial,0,0,Moderate,N,Syracuse,A,Old,726 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
13999,13999,Commercial,0,0,Moderate,N,Syracuse,A,Old,723 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
14000,14000,Two Family,0,1,Cheap,N,Syracuse,A,Very Old,717 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
14001,14001,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,712 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
14002,14002,Vacant Land,0,2,Cheap,N,"Outside Syr, In NY",unknown,New,709 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
14003,14003,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,720 wolf st,2,0.875,0.125,0.75,0.125,0.464,0
14004,14004,Apartment,0,0,Moderate,N,Syracuse,A,Old,802 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14005,14005,Apartment,0,0,Cheap,N,Syracuse,A,Old,806 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14006,14006,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,816 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14007,14007,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,815 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14008,14008,Two Family,0,3,Cheap,Y,Syracuse,I,Old,812 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14009,14009,Three Family,0,0,Cheap,N,Syracuse,A,Old,816 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14010,14010,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,819 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14011,14011,Commercial,0,0,Moderate,N,Syracuse,A,Old,811 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14012,14012,Two Family,17965.48,3,Cheap,Y,Syracuse,I,Old,814 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14013,14013,Three Family,0,0,Cheap,N,Syracuse,A,Old,808 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14014,14014,Three Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,810 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14015,14015,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,800 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14016,14016,Two Family,0,0,Cheap,N,Syracuse,A,Old,804 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14017,14017,Two Family,9411.79,2,Cheap,Y,"Outside Syr, In NY",I,Old,818 alvord st n,7,0.824,0.176,0.471,0.352,0.286,0
14018,14018,Three Family,0,0,Cheap,N,Syracuse,A,Very Old,817 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14019,14019,Apartment,0,0,Moderate,N,Syracuse,A,Old,811 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14020,14020,Commercial,0,0,Moderate,N,"Outside Syr, In NY",unknown,Old,824 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14021,14021,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Old,801 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14022,14022,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,815 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14023,14023,Industrial,0,0,Moderate,N,Syracuse,A,Old,808 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14024,14024,Apartment,0,0,Moderate,N,Syracuse,A,New,819 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14025,14025,Apartment,10609.43,0,Moderate,N,Syracuse,A,Old,827 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14026,14026,Two Family,237.02,0,Cheap,N,Syracuse,A,Old,807 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14027,14027,Commercial,0,0,Cheap,N,Syracuse,A,Old,834 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14028,14028,Two Family,0,0,Cheap,N,Syracuse,A,Old,809 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14029,14029,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,800 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14030,14030,Parking,0,0,Cheap,N,Syracuse,unknown,New,835 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14031,14031,Two Family,0,0,Cheap,N,Syracuse,A,Old,831 burnet av,3,0.825,0.175,0.684,0.141,0.213,0.1
14032,14032,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,815 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14033,14033,Two Family,0,3,Cheap,Y,Syracuse,I,Very Old,810 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14034,14034,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,806 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14035,14035,Commercial,0,0,Cheap,N,Syracuse,A,Old,801 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14036,14036,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,Old,830 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14037,14037,Vacant Land,0,3,Cheap,N,Syracuse,unknown,New,822 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14038,14038,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,813 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14039,14039,Commercial,0,0,Moderate,N,Syracuse,A,Old,814 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14040,14040,Commercial,0,0,Cheap,N,Syracuse,A,Very Old,807 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14041,14041,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,836 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14042,14042,Commercial,1279.89,2,Cheap,Y,Syracuse,A,Old,811 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14043,14043,Commercial,0,2,Moderate,Y,Syracuse,I,Old,808 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14044,14044,Commercial,0,2,Cheap,N,Syracuse,A,Old,826 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14045,14045,Commercial,0,3,Cheap,N,Syracuse,I,Old,800 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14046,14046,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,821 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14047,14047,Commercial,0,0,Moderate,Y,Outside NY,unknown,New,825 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14048,14048,Commercial,0,0,Cheap,N,Syracuse,A,Old,817 butternut st,8,0.794,0.206,0.558,0.236,0.173,0.238
14049,14049,Apartment,0,0,Moderate,N,Syracuse,A,Old,800 clinton st n,4,0.689,0.311,0.578,0.11,0.032,0.071
14050,14050,Three Family,0,0,Cheap,N,Syracuse,A,Old,813 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14051,14051,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,805 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14052,14052,Single Family,27851.24,0,Cheap,N,Syracuse,A,Old,802 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14053,14053,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,825 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14054,14054,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,801 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14055,14055,Community Services,0,0,Cheap,N,Syracuse,unknown,New,825 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14056,14056,Two Family,1728.38,3,Cheap,Y,Syracuse,I,Old,809 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14057,14057,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,817 colvin st w,1,0.824,0.176,0.588,0.235,0.514,0.067
14058,14058,Single Family,0,0,Cheap,N,Syracuse,A,Old,809 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14059,14059,Single Family,0,0,Cheap,N,Syracuse,A,Old,813 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14060,14060,Single Family,0,0,Cheap,N,Syracuse,A,Old,816 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14061,14061,Single Family,0,0,Cheap,N,Syracuse,A,Old,818 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14062,14062,Two Family,0,0,Cheap,N,Syracuse,A,Old,820 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14063,14063,Single Family,0,0,Cheap,N,Syracuse,A,Old,800 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14064,14064,Single Family,0,0,Cheap,N,Syracuse,A,Old,829 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14065,14065,Single Family,0,0,Cheap,N,Syracuse,A,Old,805 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14066,14066,Single Family,0,0,Cheap,N,Syracuse,A,Old,801 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14067,14067,Single Family,0,0,Cheap,N,Syracuse,A,Old,825 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14068,14068,Single Family,0,0,Cheap,N,Syracuse,A,Old,817 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14069,14069,Single Family,0,0,Cheap,N,Syracuse,A,Old,821 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14070,14070,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,804 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14071,14071,Single Family,0,0,Cheap,N,Syracuse,A,Old,833 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14072,14072,Single Family,0,0,Cheap,N,Syracuse,A,Old,822 darlington rd,1,0.92,0.08,0.84,0.08,0.739,0
14073,14073,Single Family,0,1,Cheap,N,Outside NY,A,Old,807 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14074,14074,Two Family,0,0,Cheap,N,Syracuse,A,Old,806 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14075,14075,Single Family,4599.21,0,Cheap,N,Syracuse,A,Old,804 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14076,14076,Single Family,0,0,Cheap,N,Syracuse,A,Old,805 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14077,14077,Single Family,13961.19,2,Cheap,Y,Syracuse,I,Old,811 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14078,14078,Three Family,0,6,Cheap,N,"Outside Syr, In NY",A,Old,810 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14079,14079,Single Family,0,0,Cheap,N,Syracuse,A,Old,808 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14080,14080,Single Family,0,0,Cheap,N,Syracuse,A,Old,809 division st e,1,0.848,0.152,0.516,0.333,0.429,0
14081,14081,Single Family,24394.56,2,Cheap,Y,Syracuse,I,Old,851 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14082,14082,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,841 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14083,14083,Single Family,2743.25,0,Cheap,N,Syracuse,A,Old,833 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14084,14084,Vacant Land,7641.19,0,Cheap,N,Syracuse,unknown,New,815 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14085,14085,Vacant Land,76884.8,0,Cheap,N,Syracuse,unknown,Old,835 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14086,14086,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,839 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14087,14087,Two Family,0,0,Cheap,N,Outside NY,A,Old,859 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14088,14088,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,853 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14089,14089,Single Family,0,0,Cheap,N,Syracuse,A,Old,807 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14090,14090,Multiple Residence,0,0,Cheap,N,Outside NY,A,Old,863 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14091,14091,Single Family,0,0,Cheap,N,Syracuse,A,Old,805 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14092,14092,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,827 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14093,14093,Single Family,25379.95,2,Cheap,N,Syracuse,A,Old,821 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14094,14094,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,809 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14095,14095,Vacant Land,11067.24,0,Cheap,N,Syracuse,unknown,New,817 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14096,14096,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,845 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14097,14097,Single Family,3464.55,0,Cheap,N,Syracuse,A,Old,825 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14098,14098,Vacant Land,73151.95,0,Cheap,N,Syracuse,unknown,New,813 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14099,14099,Vacant Land,1428.8,0,Cheap,N,Syracuse,unknown,Old,855 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14100,14100,Vacant Land,0,0,Moderate,N,Syracuse,unknown,Old,800 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14101,14101,Vacant Land,79931.1,0,Cheap,N,Syracuse,unknown,New,811 emerson av,2,0.938,0.063,0.751,0.188,0.333,0
14102,14102,Utilities,0,0,Expensive,N,Outside NY,A,Old,815 erie blvd e,1,0.892841401,0.107500733,0.728176158,0.164661097,0.220640364,0.016621464
14103,14103,Commercial,167005.28,0,Moderate,N,"Outside Syr, In NY",A,Old,842 erie blvd w,1,0.619,0.381,0.476,0.144,0.538,0
14104,14104,Commercial,0,0,Moderate,N,Syracuse,A,Old,837 erie blvd w,1,0.619,0.381,0.476,0.144,0.538,0
14105,14105,Commercial,0,0,Moderate,N,Syracuse,A,Old,829 erie blvd w,1,0.619,0.381,0.476,0.144,0.538,0
14106,14106,Commercial,0,0,Moderate,N,Syracuse,A,Old,801 erie blvd w,1,0.619,0.381,0.476,0.144,0.538,0
14107,14107,Religious,0,0,Moderate,N,Syracuse,A,Old,821 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14108,14108,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,800 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
14109,14109,Community Services,0,0,Moderate,N,Syracuse,A,Old,822 euclid av,3,0.927,0.073,0.745,0.181,0.471,0
